x,y,z
1780,3052,2726
1790,3046,2708
1790,3046,2708
1790,3046,2708
1787,3036,2726
1787,3036,2726
1787,3036,2726
1755,3041,2711
1755,3041,2711
1760,3038,2711
1760,3038,2711
1747,3012,2692
1747,3012,2692
1765,3021,2685
1765,3021,2685
1765,3021,2685
1752,3026,2690
1752,3026,2690
1752,3026,2690
1765,3021,2682
1765,3021,2682
1762,3033,2667
1762,3033,2667
1770,3038,2682
1770,3038,2682
1770,3038,2682
1770,3031,2670
1770,3031,2670
1767,3017,2657
1767,3017,2657
1767,3017,2657
1762,3018,2670
1762,3018,2670
1762,3018,2670
1762,3018,2670
1767,3021,2657
1767,3021,2657
1767,3021,2657
1767,3021,2657
1767,3021,2657
1760,3018,2647
1760,3018,2647
1760,3018,2647
1762,3010,2635
1762,3010,2635
1762,3010,2635
1762,3010,2635
1740,3007,2630
1740,3007,2630
1740,3007,2630
1740,3007,2630
1740,3007,2630
1740,3017,2617
1740,3017,2617
1740,3017,2617
1757,3007,2617
1757,3007,2617
1742,3007,2620
1742,3007,2620
1742,3007,2620
1742,3007,2620
1742,3007,2620
1757,3002,2620
1757,3002,2620
1757,3002,2620
1757,3002,2620
1757,3002,2620
1757,3002,2620
1752,2997,2612
1752,2997,2612
1752,2997,2612
1752,2997,2612
1752,2992,2620
1752,2992,2620
1752,2992,2620
1752,2992,2620
1752,2992,2620
1752,2995,2627
1752,2995,2627
1752,2995,2627
1745,2990,2615
1745,2990,2615
1747,2976,2620
1747,2976,2620
1745,2976,2617
1745,2976,2617
1742,2978,2615
1742,2978,2615
1742,2978,2615
1757,2985,2617
1757,2985,2617
1757,2985,2617
1735,2976,2612
1735,2976,2612
1740,2971,2625
1740,2971,2625
1745,2968,2617
1745,2968,2617
1745,2968,2617
1745,2973,2612
1745,2973,2612
1735,2956,2612
1735,2956,2612
1735,2956,2612
1735,2956,2612
1735,2956,2612
1730,2968,2610
1730,2968,2610
1730,2968,2610
1730,2963,2620
1730,2963,2620
1712,2956,2617
1712,2956,2617
1712,2956,2617
1705,2963,2620
1705,2963,2620
1705,2963,2620
1717,2945,2612
1717,2945,2612
1717,2945,2600
1717,2945,2600
1707,2942,2600
1707,2942,2600
1707,2942,2600
1725,2953,2602
1725,2953,2602
1715,2940,2592
1715,2940,2592
1715,2940,2592
1710,2937,2602
1710,2937,2602
1715,2930,2597
1715,2930,2597
1715,2930,2597
1715,2930,2597
1715,2930,2597
1715,2942,2610
1715,2942,2610
1715,2942,2610
1715,2942,2610
1715,2942,2610
1715,2942,2610
1700,2925,2607
1700,2925,2607
1700,2925,2607
1700,2925,2607
1695,2930,2602
1695,2930,2602
1695,2930,2602
1695,2930,2602
1695,2930,2602
1692,2908,2607
1692,2908,2607
1692,2908,2607
1677,2898,2595
1677,2898,2595
1680,2891,2586
1680,2891,2586
1680,2891,2586
1680,2891,2586
1680,2891,2586
1670,2891,2571
1670,2891,2571
1670,2891,2571
1670,2891,2571
1670,2891,2571
1670,2891,2571
1660,2872,2561
1660,2872,2561
1660,2872,2561
1660,2872,2561
1652,2888,2558
1652,2888,2558
1652,2888,2558
1652,2888,2558
1652,2888,2558
1640,2870,2553
1640,2870,2553
1640,2870,2553
1617,2843,2538
1617,2843,2538
1617,2833,2543
1617,2833,2543
1617,2833,2543
1617,2833,2543
1617,2833,2543
1595,2828,2541
1595,2828,2541
1607,2831,2536
1607,2831,2536
1607,2831,2536
1607,2831,2536
1607,2831,2536
1567,2807,2536
1567,2807,2536
1567,2807,2536
1572,2802,2523
1572,2802,2523
1547,2805,2526
1547,2805,2526
1547,2805,2526
1545,2792,2503
1545,2792,2503
1545,2792,2503
1540,2782,2516
1540,2782,2516
1537,2780,2498
1537,2780,2498
1535,2778,2493
1535,2778,2493
1535,2778,2493
1522,2763,2498
1522,2763,2498
1515,2773,2491
1515,2773,2491
1515,2773,2491
1515,2773,2491
1515,2773,2491
1487,2740,2475
1487,2740,2475
1487,2740,2475
1485,2743,2493
1485,2743,2493
1475,2740,2483
1475,2740,2483
1475,2740,2483
1477,2737,2480
1477,2737,2480
1477,2737,2480
1457,2730,2486
1457,2730,2486
1452,2735,2488
1452,2735,2488
1445,2727,2480
1445,2727,2480
1435,2730,2475
1435,2730,2475
1435,2730,2475
1435,2730,2475
1435,2730,2475
1435,2730,2475
1427,2701,2483
1427,2701,2483
1427,2701,2483
1427,2701,2483
1405,2706,2498
1405,2706,2498
1405,2706,2498
1405,2706,2498
1405,2706,2498
1405,2691,2486
1405,2691,2486
1405,2691,2486
1387,2686,2501
1387,2686,2501
1387,2688,2506
1387,2688,2506
1387,2688,2506
1387,2688,2506
1387,2688,2506
1370,2678,2503
1370,2678,2503
1370,2678,2503
1370,2678,2503
1370,2678,2503
1370,2678,2503
1357,2686,2518
1357,2686,2518
1357,2686,2518
1357,2686,2518
1355,2693,2536
1355,2693,2536
1355,2693,2536
1355,2693,2536
1355,2693,2536
1335,2681,2543
1335,2681,2543
1335,2681,2543
1330,2675,2553
1330,2675,2553
1335,2660,2553
1335,2660,2553
1335,2660,2553
1335,2660,2553
1335,2660,2553
1320,2667,2578
1320,2667,2578
1322,2652,2592
1322,2652,2592
1322,2652,2592
1305,2657,2590
1305,2657,2590
1322,2670,2595
1322,2670,2595
1322,2665,2600
1322,2665,2600
1322,2665,2600
1305,2660,2625
1305,2660,2625
1317,2676,2635
1317,2676,2635
1317,2676,2635
1317,2676,2635
1317,2676,2635
1297,2660,2657
1297,2660,2657
1297,2660,2657
1300,2652,2657
1300,2652,2657
1272,2645,2667
1272,2645,2667
1272,2645,2667
1282,2642,2665
1282,2642,2665
1282,2642,2665
1275,2655,2677
1275,2655,2677
1260,2657,2690
1260,2657,2690
1265,2660,2701
1265,2660,2701
1265,2660,2701
1257,2657,2685
1257,2657,2685
1262,2657,2708
1262,2657,2708
1262,2657,2708
1255,2657,2718
1255,2657,2718
1260,2647,2721
1260,2647,2721
1260,2647,2721
1272,2657,2731
1272,2657,2731
1257,2655,2743
1257,2655,2743
1247,2662,2743
1247,2662,2743
1247,2662,2743
1230,2675,2768
1230,2675,2768
1235,2655,2773
1235,2655,2773
1235,2655,2773
1235,2655,2773
1235,2655,2773
1217,2657,2783
1217,2657,2783
1217,2657,2783
1217,2657,2783
1217,2657,2783
1217,2657,2783
1202,2662,2798
1202,2662,2798
1202,2662,2798
1202,2662,2798
1212,2670,2803
1212,2670,2803
1212,2670,2803
1212,2670,2803
1212,2670,2803
1192,2670,2820
1192,2670,2820
1192,2670,2820
1180,2667,2827
1180,2667,2827
1172,2672,2832
1172,2672,2832
1172,2672,2832
1172,2672,2832
1172,2672,2832
1170,2683,2845
1170,2683,2845
1170,2683,2845
1170,2683,2845
1170,2683,2845
1170,2683,2845
1170,2683,2845
1170,2683,2845
1170,2683,2845
1170,2683,2845
1155,2672,2867
1155,2672,2867
1147,2693,2880
1147,2693,2880
1147,2693,2880
1147,2693,2880
1147,2693,2880
1147,2693,2880
1147,2693,2880
1147,2688,2921
1147,2688,2921
1147,2688,2921
1147,2696,2933
1147,2696,2933
1152,2706,2946
1152,2706,2946
1152,2706,2946
1150,2710,2966
1150,2710,2966
1150,2710,2966
1150,2722,2983
1150,2722,2983
1152,2732,2988
1152,2732,2988
1137,2740,3001
1137,2740,3001
1137,2740,3001
1137,2742,3008
1137,2742,3008
1155,2761,3040
1155,2761,3040
1155,2761,3040
1155,2761,3040
1155,2761,3040
1142,2771,3070
1142,2771,3070
1142,2771,3070
1137,2785,3080
1137,2785,3080
1132,2807,3105
1132,2807,3105
1132,2807,3105
1127,2810,3105
1127,2810,3105
1127,2810,3105
1107,2810,3125
1107,2810,3125
1117,2826,3136
1117,2826,3136
1105,2831,3151
1105,2831,3151
1105,2831,3151
1105,2831,3151
1105,2831,3151
1102,2857,3188
1102,2857,3188
1102,2857,3188
1092,2867,3186
1092,2867,3186
1105,2883,3191
1105,2883,3191
1115,2880,3198
1115,2880,3198
1115,2880,3198
1115,2880,3198
1115,2880,3198
1130,2901,3221
1130,2901,3221
1130,2901,3221
1105,2930,3240
1105,2930,3240
1120,2937,3245
1120,2937,3245
1122,2935,3247
1122,2935,3247
1122,2935,3247
1122,2935,3247
1122,2935,3247
1120,2961,3262
1120,2961,3262
1120,2961,3262
1130,2981,3282
1130,2981,3282
1135,2973,3287
1135,2973,3287
1135,2973,3287
1135,2973,3287
1135,2973,3287
1135,2973,3287
1135,2973,3287
1135,3018,3312
1135,3018,3312
1135,3018,3312
1132,3036,3312
1132,3036,3312
1127,3043,3317
1127,3043,3317
1135,3048,3312
1135,3048,3312
1135,3048,3312
1135,3048,3312
1135,3080,3340
1135,3080,3340
1135,3080,3340
1127,3096,3340
1127,3096,3340
1125,3111,3353
1125,3111,3353
1125,3111,3353
1125,3111,3353
1125,3111,3353
1125,3111,3353
1125,3111,3353
1137,3127,3366
1137,3127,3366
1137,3127,3366
1137,3150,3366
1137,3150,3366
1147,3156,3361
1147,3156,3361
1157,3168,3371
1157,3168,3371
1157,3168,3371
1155,3171,3361
1155,3171,3361
1172,3178,3366
1172,3178,3366
1172,3178,3366
1172,3178,3366
1172,3178,3366
1185,3183,3376
1185,3183,3376
1185,3183,3376
1190,3192,3373
1190,3192,3373
1187,3188,3363
1187,3188,3363
1187,3188,3363
1192,3205,3378
1192,3205,3378
1192,3205,3378
1170,3207,3376
1185,3228,3371
1185,3228,3371
1185,3228,3371
1157,3212,3368
1157,3212,3368
1182,3236,3381
1182,3236,3381
1182,3236,3381
1162,3238,3393
1162,3238,3393
1162,3238,3393
1165,3253,3391
1165,3253,3391
1167,3277,3381
1167,3277,3381
1160,3267,3376
1160,3267,3376
1160,3267,3376
1160,3272,3386
1160,3272,3386
1160,3298,3403
1160,3298,3403
1160,3298,3403
1152,3308,3403
1152,3308,3403
1147,3326,3403
1147,3326,3403
1147,3326,3403
1147,3326,3403
1147,3326,3403
1142,3340,3413
1142,3340,3413
1142,3340,3413
1142,3340,3413
1142,3340,3413
1142,3340,3413
1150,3363,3413
1150,3363,3413
1150,3363,3413
1150,3363,3413
1162,3373,3426
1162,3373,3426
1162,3373,3426
1162,3373,3426
1162,3373,3426
1162,3388,3413
1162,3388,3413
1162,3388,3413
1157,3393,3413
1157,3393,3413
1155,3400,3396
1155,3400,3396
1155,3400,3396
1155,3400,3396
1155,3400,3396
1172,3397,3421
1172,3397,3421
1172,3397,3421
1172,3397,3421
1172,3397,3421
1172,3397,3421
1172,3397,3421
1172,3397,3421
1172,3397,3421
1172,3397,3421
1157,3410,3413
1157,3410,3413
1157,3410,3413
1157,3410,3413
1157,3410,3413
1160,3431,3408
1160,3431,3408
1160,3431,3408
1160,3431,3408
1160,3431,3408
1170,3441,3408
1170,3441,3408
1180,3443,3416
1180,3443,3416
1180,3443,3416
1182,3465,3413
1182,3465,3413
1157,3480,3411
1157,3480,3411
1157,3480,3411
1157,3480,3411
1157,3480,3411
1175,3498,3406
1175,3498,3406
1175,3498,3406
1180,3518,3401
1180,3518,3401
1167,3531,3403
1167,3531,3403
1167,3531,3403
1172,3531,3403
1172,3531,3403
1172,3531,3403
1177,3545,3393
1177,3545,3393
1170,3531,3403
1170,3531,3403
1182,3537,3406
1182,3537,3406
1182,3537,3406
1167,3542,3391
1167,3542,3391
1162,3540,3396
1162,3540,3396
1162,3540,3396
1162,3540,3396
1162,3540,3396
1180,3568,3401
1180,3568,3401
1180,3568,3401
1177,3583,3406
1177,3583,3406
1185,3578,3386
1185,3578,3386
1185,3578,3386
1182,3591,3383
1182,3591,3383
1182,3591,3383
1182,3620,3381
1182,3620,3381
1182,3620,3381
1182,3620,3381
1200,3646,3371
1200,3646,3371
1200,3646,3371
1200,3646,3371
1200,3646,3371
1177,3687,3366
1177,3687,3366
1177,3687,3366
1175,3697,3361
1175,3697,3361
1180,3713,3348
1180,3713,3348
1180,3713,3348
1180,3713,3348
1180,3713,3348
1160,3718,3353
1160,3718,3353
1160,3718,3353
1160,3718,3353
1160,3718,3353
1160,3718,3353
1150,3728,3340
1150,3728,3340
1150,3728,3340
1150,3728,3340
1130,3740,3348
1130,3740,3348
1130,3740,3348
1130,3740,3348
1130,3740,3348
1122,3755,3351
1122,3755,3351
1122,3755,3351
1125,3750,3337
1125,3750,3337
1132,3750,3340
1132,3750,3340
1132,3750,3340
1132,3750,3340
1132,3750,3340
1145,3772,3340
1145,3772,3340
1145,3772,3340
1145,3772,3340
1145,3772,3340
1145,3772,3340
1145,3772,3340
1110,3767,3342
1110,3767,3342
1110,3767,3342
1105,3770,3317
1105,3770,3317
1112,3781,3325
1112,3781,3325
1102,3783,3325
1102,3783,3325
1102,3783,3325
1102,3783,3325
1102,3783,3325
1112,3815,3312
1112,3815,3312
1112,3815,3312
1110,3825,3305
1110,3825,3305
1092,3815,3300
1092,3815,3300
1092,3815,3300
1100,3815,3297
1100,3815,3297
1100,3815,3297
1085,3835,3297
1085,3835,3297
1095,3848,3302
1095,3848,3302
1070,3837,3292
1070,3837,3292
1070,3837,3292
1072,3848,3312
1072,3848,3312
1065,3841,3282
1065,3841,3282
1065,3841,3282
1065,3841,3282
1065,3841,3282
1057,3858,3292
1057,3858,3292
1057,3858,3292
1047,3848,3277
1047,3848,3277
1050,3877,3280
1050,3877,3280
1050,3877,3280
1037,3868,3267
1037,3868,3267
1037,3868,3267
1027,3882,3265
1027,3882,3265
1027,3882,3265
1027,3882,3265
1027,3900,3257
1027,3900,3257
1027,3900,3257
1027,3900,3257
1027,3900,3257
1012,3910,3252
1012,3910,3252
1012,3910,3252
997,3913,3228
997,3913,3228
1012,3931,3237
1012,3931,3237
1012,3931,3237
1012,3931,3237
1012,3931,3237
985,3931,3221
985,3931,3221
985,3931,3221
985,3931,3221
985,3931,3221
985,3931,3221
985,3931,3218
985,3931,3218
985,3931,3218
985,3931,3218
990,3933,3216
990,3933,3216
990,3933,3216
990,3933,3216
990,3933,3216
987,3936,3218
987,3936,3218
987,3936,3218
982,3918,3226
982,3918,3226
992,3936,3216
992,3936,3216
992,3936,3216
992,3936,3216
992,3936,3216
990,3941,3211
990,3941,3211
990,3941,3211
990,3941,3211
990,3941,3211
990,3941,3211
990,3941,3211
990,3941,3211
990,3941,3211
990,3941,3211
957,3923,3216
957,3923,3216
960,3926,3201
960,3926,3201
960,3926,3201
957,3921,3201
957,3921,3201
957,3921,3201
947,3928,3201
947,3928,3201
947,3950,3196
947,3950,3196
957,3938,3193
957,3938,3193
957,3938,3193
945,3936,3191
945,3936,3191
935,3938,3178
935,3938,3178
935,3938,3178
935,3938,3178
935,3938,3178
917,3947,3201
917,3947,3201
930,3947,3196
930,3947,3196
930,3947,3196
930,3950,3196
930,3950,3196
912,3955,3196
912,3955,3196
912,3955,3196
912,3955,3196
912,3955,3196
915,3950,3188
915,3950,3188
915,3950,3188
910,3941,3186
910,3941,3186
920,3947,3188
920,3947,3188
920,3947,3188
900,3952,3186
900,3952,3186
900,3952,3186
920,3950,3191
920,3950,3191
917,3947,3183
917,3947,3183
920,3950,3186
920,3950,3186
920,3950,3186
920,3950,3186
920,3950,3186
917,3957,3186
917,3957,3186
917,3957,3186
925,3960,3183
925,3960,3183
925,3960,3183
925,3960,3183
922,3952,3188
922,3952,3188
922,3952,3188
922,3952,3188
922,3952,3188
922,3950,3183
922,3950,3183
922,3950,3183
910,3945,3183
910,3945,3183
927,3952,3203
927,3952,3203
927,3952,3203
927,3952,3203
927,3952,3203
920,3962,3191
920,3962,3191
920,3962,3191
920,3962,3191
920,3962,3191
920,3962,3191
920,3962,3191
920,3962,3191
920,3962,3191
920,3962,3191
897,3943,3203
897,3943,3203
897,3943,3203
897,3943,3203
897,3943,3203
890,3938,3196
890,3938,3196
890,3938,3196
900,3923,3198
900,3923,3198
902,3916,3196
902,3916,3196
902,3916,3196
902,3916,3196
902,3916,3196
905,3923,3208
905,3923,3208
910,3913,3208
910,3913,3208
910,3913,3208
910,3913,3208
910,3913,3208
900,3921,3208
900,3921,3208
900,3921,3208
920,3918,3216
920,3918,3216
907,3923,3221
907,3923,3221
907,3923,3221
900,3918,3228
900,3918,3228
900,3918,3228
900,3897,3221
900,3897,3221
902,3890,3223
902,3890,3223
905,3887,3250
905,3887,3250
905,3887,3250
910,3868,3242
910,3868,3242
892,3863,3237
892,3863,3237
892,3863,3237
885,3863,3250
885,3863,3250
895,3853,3262
895,3853,3262
902,3866,3272
902,3866,3272
902,3866,3272
915,3866,3255
915,3866,3255
920,3866,3257
920,3866,3257
920,3866,3257
925,3873,3252
932,3882,3245
932,3882,3245
932,3882,3245
932,3882,3245
932,3882,3245
955,3918,3242
955,3918,3242
955,3918,3242
955,3918,3242
955,3918,3242
982,3911,3226
982,3911,3226
1015,3911,3231
1015,3911,3231
1015,3911,3231
1015,3911,3231
1015,3911,3231
1025,3905,3228
1025,3905,3228
1025,3905,3228
1025,3905,3228
1025,3905,3228
1025,3905,3228
1052,3907,3242
1052,3907,3242
1052,3907,3242
1052,3907,3242
1065,3892,3245
1065,3892,3245
1065,3892,3245
1065,3892,3245
1072,3892,3247
1072,3892,3247
1087,3885,3252
1087,3885,3252
1092,3877,3267
1092,3877,3267
1092,3877,3267
1092,3877,3267
1092,3877,3267
1090,3885,3265
1090,3885,3265
1092,3880,3267
1092,3880,3267
1092,3880,3267
1085,3880,3275
1085,3880,3275
1085,3880,3275
1085,3880,3275
1102,3866,3265
1102,3866,3265
1102,3866,3265
1102,3866,3265
1102,3866,3265
1112,3871,3255
1112,3871,3255
1112,3871,3255
1110,3877,3260
1110,3877,3260
1117,3873,3277
1117,3873,3277
1110,3868,3267
1110,3868,3267
1110,3868,3267
1140,3877,3270
1140,3877,3270
1132,3876,3272
1132,3876,3272
1132,3876,3272
1132,3876,3272
1132,3876,3272
1142,3873,3262
1142,3873,3262
1150,3868,3260
1150,3868,3260
1150,3868,3260
1152,3868,3272
1152,3868,3272
1162,3882,3267
1162,3882,3267
1162,3882,3267
1160,3866,3262
1170,3880,3267
1170,3880,3267
1170,3880,3267
1185,3873,3255
1185,3873,3255
1182,3887,3250
1182,3887,3250
1182,3887,3250
1192,3866,3257
1192,3866,3257
1192,3866,3257
1197,3873,3255
1197,3873,3255
1197,3863,3242
1197,3863,3242
1205,3868,3250
1205,3868,3250
1205,3868,3250
1205,3868,3250
1205,3868,3250
1215,3876,3255
1215,3876,3255
1215,3876,3255
1207,3861,3250
1207,3861,3250
1190,3868,3250
1190,3868,3250
1190,3868,3250
1190,3868,3250
1190,3868,3250
1210,3887,3245
1210,3887,3245
1210,3887,3245
1210,3887,3245
1210,3887,3245
1210,3887,3245
1227,3882,3233
1227,3882,3233
1227,3882,3233
1227,3882,3233
1237,3885,3240
1237,3885,3240
1237,3885,3240
1237,3885,3240
1237,3885,3240
1242,3897,3247
1242,3897,3247
1242,3897,3247
1252,3897,3221
1252,3897,3221
1252,3897,3221
1252,3897,3221
1255,3913,3208
1255,3913,3208
1255,3913,3208
1255,3913,3208
1255,3913,3208
1260,3918,3203
1260,3918,3203
1260,3918,3203
1260,3926,3201
1260,3926,3201
1252,3923,3208
1252,3923,3208
1252,3923,3208
1252,3923,3208
1252,3923,3208
1265,3931,3196
1265,3931,3196
1265,3931,3196
1265,3931,3196
1265,3931,3196
1265,3931,3196
1265,3931,3196
1265,3931,3196
1265,3931,3196
1265,3931,3196
1242,3933,3201
1242,3933,3201
1242,3933,3211
1242,3933,3211
1242,3933,3211
1257,3933,3198
1257,3933,3198
1257,3933,3198
1235,3923,3201
1235,3923,3201
1230,3933,3201
1230,3933,3201
1237,3928,3196
1237,3928,3196
1237,3928,3196
1230,3931,3201
1230,3931,3201
1237,3947,3203
1237,3947,3203
1237,3947,3203
1255,3941,3183
1255,3941,3183
1265,3955,3198
1265,3955,3198
1260,3941,3191
1260,3941,3191
1260,3941,3191
1250,3950,3181
1250,3950,3181
1250,3936,3176
1250,3936,3176
1250,3936,3176
1252,3947,3173
1252,3947,3173
1257,3945,3181
1257,3945,3181
1257,3945,3181
1270,3945,3166
1270,3945,3166
1245,3955,3166
1245,3955,3166
1245,3955,3166
1245,3955,3166
1245,3955,3166
1245,3955,3166
1247,3962,3163
1247,3962,3163
1247,3960,3166
1247,3960,3166
1232,3972,3166
1232,3972,3166
1237,3977,3158
1237,3977,3158
1237,3977,3158
1237,3977,3158
1237,3977,3158
1235,3981,3138
1235,3981,3138
1245,3988,3143
1245,3988,3143
1245,3988,3143
1245,3988,3143
1245,3988,3143
1235,4001,3120
1235,4001,3120
1235,4001,3120
1235,4001,3120
1235,4001,3120
1220,4020,3102
1220,4020,3102
1225,4032,3107
1225,4032,3107
1225,4032,3107
1225,4032,3107
1225,4032,3107
1205,4025,3087
1205,4025,3087
1205,4025,3087
1205,4025,3087
1205,4025,3087
1205,4025,3087
1205,4025,3087
1205,4025,3087
1205,4025,3087
1205,4025,3087
1205,4045,3090
1205,4045,3090
1205,4045,3090
1205,4045,3090
1205,4045,3090
1212,4042,3095
1212,4042,3095
1212,4042,3095
1202,4045,3077
1202,4045,3077
1185,4035,3080
1185,4035,3080
1195,4047,3085
1195,4047,3085
1195,4047,3085
1210,4048,3075
1210,4048,3075
1200,4056,3065
1200,4056,3065
1200,4056,3065
1200,4056,3065
1200,4056,3065
1215,4063,3052
1215,4063,3052
1215,4063,3052
1217,4068,3025
1217,4068,3025
1222,4081,3008
1222,4081,3008
1222,4081,3008
1222,4092,3006
1222,4092,3006
1222,4092,3006
1222,4092,2986
1222,4092,2986
1222,4105,2973
1222,4105,2973
1227,4105,2963
1227,4105,2963
1227,4105,2963
1240,4116,2956
1240,4116,2956
1242,4118,2953
1242,4118,2953
1242,4118,2953
1242,4118,2953
1242,4118,2953
1245,4121,2907
1245,4121,2907
1245,4121,2907
1250,4121,2902
1250,4121,2902
1250,4131,2895
1250,4131,2895
1250,4131,2895
1242,4131,2905
1242,4131,2905
1242,4131,2905
1237,4126,2897
1237,4126,2897
1237,4126,2897
1237,4126,2897
1235,4141,2902
1235,4141,2902
1235,4141,2902
1235,4141,2902
1235,4141,2902
1215,4146,2890
1215,4146,2890
1215,4146,2890
1225,4141,2887
1225,4141,2887
1212,4141,2892
1212,4141,2892
1212,4141,2892
1212,4141,2892
1212,4141,2892
1225,4146,2877
1225,4146,2877
1225,4146,2877
1225,4146,2877
1225,4146,2877
1220,4138,2872
1220,4138,2872
1232,4150,2870
1232,4150,2870
1242,4165,2857
1242,4165,2857
1242,4165,2857
1242,4165,2857
1242,4165,2857
1257,4165,2837
1257,4165,2837
1257,4165,2837
1245,4155,2810
1245,4155,2810
1250,4157,2810
1250,4157,2810
1250,4157,2810
1250,4157,2810
1250,4157,2810
1255,4172,2781
1255,4172,2781
1255,4172,2781
1255,4172,2781
1255,4172,2781
1255,4172,2781
1255,4172,2781
1255,4172,2781
1255,4172,2781
1255,4172,2781
1265,4170,2721
1265,4170,2721
1265,4170,2721
1265,4170,2721
1265,4170,2721
1275,4170,2706
1275,4170,2706
1275,4170,2706
1272,4175,2703
1272,4175,2703
1270,4180,2698
1270,4180,2698
1282,4162,2687
1282,4162,2687
1282,4162,2687
1277,4167,2687
1277,4167,2687
1272,4167,2685
1272,4167,2685
1272,4167,2685
1272,4167,2685
1272,4167,2685
1262,4172,2662
1262,4172,2662
1262,4172,2662
1260,4175,2670
1260,4175,2670
1257,4180,2657
1257,4180,2657
1257,4180,2657
1242,4185,2655
1242,4185,2655
1242,4185,2655
1260,4177,2655
1260,4177,2655
1245,4182,2642
1245,4182,2642
1245,4185,2640
1245,4185,2640
1245,4185,2640
1257,4185,2627
1257,4185,2627
1247,4185,2625
1247,4185,2625
1247,4185,2625
1247,4185,2612
1247,4185,2612
1252,4191,2612
1252,4191,2612
1252,4191,2612
1252,4191,2612
1252,4191,2612
1247,4172,2597
1247,4172,2597
1247,4172,2597
1247,4172,2597
1247,4172,2597
1247,4172,2597
1247,4177,2578
1247,4177,2578
1247,4177,2578
1247,4177,2578
1265,4185,2571
1265,4185,2571
1265,4185,2571
1265,4185,2571
1265,4185,2571
1275,4186,2563
1275,4186,2563
1275,4186,2563
1262,4172,2556
1262,4172,2556
1262,4172,2556
1262,4172,2556
1262,4180,2538
1262,4180,2538
1262,4180,2538
1262,4180,2538
1262,4180,2538
1267,4177,2518
1267,4177,2518
1267,4177,2518
1270,4165,2528
1270,4165,2528
1277,4172,2518
1277,4172,2518
1277,4172,2518
1277,4172,2518
1277,4172,2518
1280,4152,2503
1280,4152,2503
1280,4152,2503
1280,4152,2503
1280,4152,2503
1280,4152,2503
1280,4152,2503
1280,4152,2503
1280,4152,2503
1280,4152,2503
1295,4175,2457
1295,4175,2457
1295,4175,2457
1295,4175,2457
1295,4175,2457
1282,4148,2430
1282,4148,2430
1282,4148,2430
1280,4146,2405
1280,4146,2405
1280,4141,2407
1280,4141,2407
1282,4131,2392
1282,4131,2392
1282,4131,2392
1285,4126,2380
1285,4126,2380
1280,4128,2377
1280,4128,2377
1280,4128,2377
1272,4123,2361
1272,4123,2361
1280,4128,2361
1280,4128,2361
1280,4126,2348
1280,4126,2348
1280,4126,2348
1275,4123,2328
1275,4123,2328
1265,4118,2321
1265,4118,2321
1265,4118,2321
1265,4118,2321
1265,4118,2321
1267,4118,2318
1267,4118,2318
1277,4118,2303
1277,4118,2303
1277,4118,2303
1280,4115,2311
1280,4115,2311
1280,4121,2298
1280,4121,2298
1280,4121,2298
1265,4112,2301
1265,4112,2301
1280,4116,2298
1280,4116,2298
1280,4116,2298
1272,4116,2293
1272,4116,2293
1267,4116,2293
1267,4116,2293
1267,4116,2293
1275,4110,2298
1275,4110,2298
1275,4110,2298
1272,4090,2268
1272,4090,2268
1272,4090,2268
1272,4090,2268
1290,4097,2262
1290,4097,2262
1290,4097,2262
1290,4097,2262
1290,4097,2262
1267,4085,2232
1267,4085,2232
1267,4085,2232
1255,4081,2237
1267,4063,2230
1267,4063,2230
1257,4058,2227
1257,4058,2227
1257,4058,2227
1257,4058,2227
1257,4058,2227
1232,4056,2200
1232,4056,2200
1232,4056,2200
1242,4056,2200
1242,4056,2200
1242,4056,2200
1242,4056,2200
1232,4053,2207
1232,4053,2207
1232,4053,2207
1232,4053,2207
1232,4053,2207
1247,4048,2185
1247,4048,2185
1247,4048,2185
1247,4048,2185
1247,4048,2185
1242,4042,2175
1242,4042,2175
1242,4042,2175
1242,4042,2175
1242,4042,2175
1257,4042,2160
1257,4042,2160
1257,4042,2160
1257,4042,2160
1257,4042,2160
1257,4042,2160
1257,4042,2160
1277,4040,2143
1277,4040,2143
1277,4040,2143
1262,4032,2143
1262,4032,2143
1262,4032,2143
1267,4037,2138
1267,4037,2138
1277,4015,2116
1277,4015,2116
1277,4015,2116
1267,4001,2126
1267,4001,2126
1270,4008,2128
1270,4008,2128
1282,4011,2121
1282,4011,2121
1282,4011,2121
1260,4001,2098
1260,4001,2098
1257,3983,2101
1257,3983,2101
1257,3983,2101
1257,3983,2101
1257,3983,2101
1252,3986,2076
1252,3986,2076
1252,3986,2076
1245,3970,2071
1245,3970,2071
1240,3955,2073
1240,3955,2073
1240,3955,2073
1235,3965,2061
1235,3965,2061
1235,3965,2061
1222,3943,2040
1222,3943,2040
1230,3936,2037
1230,3936,2037
1227,3921,2025
1227,3921,2025
1227,3921,2025
1220,3923,2015
1220,3923,2015
1212,3923,2022
1212,3923,2022
1212,3923,2022
1222,3897,2007
1222,3897,2007
1222,3897,1995
1222,3897,1995
1222,3897,1995
1222,3897,1995
1222,3897,1995
1227,3877,1987
1227,3877,1987
1227,3877,1987
1227,3877,1987
1227,3877,1987
1227,3877,1987
1215,3882,1985
1212,3863,1990
1212,3863,1990
1212,3863,1990
1212,3863,1990
1212,3863,1990
1210,3873,1980
1210,3873,1980
1210,3873,1980
1210,3873,1980
1210,3873,1980
1210,3873,1980
